id,name,description,latitude,longitude,category,address,image_url,created_at,updated_at
240f8f1e-1d6f-4852-87dc-e0cb3b6eba66,Santa Casa da Misericórdia de Santos,A Santa Casa de Santos foi o primeiro hospital do Brasil e é uma instituição filantrópica fundamental no cenário de assistência à saúde. Atualmente segue sendo referência na cidade atendendo serviços privados e alguns setores públicos da saúde.,-23.94451750,-46.33663130,assistencia,,https://qbdofilxcfnxhaimuilu.supabase.co/storage/v1/object/public/famous-places-images/1754068963419-mdl3ur.jpeg,2025-08-01 12:45:15.744349+00,2025-08-01 12:45:15.744349+00
245f6539-fd2f-4e78-b752-3eb2a146e2b0,Cadeia Velha (Casa de Câmara e Cadeia),"Construída a partir de 1839 no antigo Campo da Chácara (atual Praça dos Andradas), abrigou Câmara Municipal, Fórum e cadeia até 1958. Serviu também como quartel durante a Guerra do Paraguai, alojou presos políticos e foi tombada pelo IPHAN. Após restauração, tornou‑se sede da Oficina Pagu e da Fábrica de Cultura 4.0.",-23.93557428,-46.33244205,cultura,"Praça dos Andradas, s/n - Centro, Santos - SP",https://qbdofilxcfnxhaimuilu.supabase.co/storage/v1/object/public/famous-places-images/1753198903957-77djn2.jpeg,2025-07-22 15:40:49.655281+00,2025-07-22 15:40:49.655281+00
2b74e2d6-b676-4682-8070-2d9d1f7b14ec,Morro da Asa Delta (Morro do Voturuá),"Com 180 m de altitude, o Morro da Asa Delta — também conhecido como Morro do Voturuá ou Itararé — oferece vistas panorâmicas da Baixada Santista, incluindo Santos, São Vicente, Praia Grande, Cubatão e Guarujá. Frequentado por praticantes de voo livre, o local permite voos duplos de asa‑delta e parapente, com duração de até 20 minutos dependendo das condições climáticas. É possível subir a pé, de carro ou teleférico, tornando-se uma experiência única para aventureiros e apreciadores de paisagens naturais.",-23.96476724,-46.36234582,Mirante / Esporte,"São Vicente – SP (acesso pela Rua Bento Gonçalo, próximo à Praia do Itararé)",https://qbdofilxcfnxhaimuilu.supabase.co/storage/v1/object/public/famous-places-images/1753726356199-66siu5.jpg,2025-07-28 18:01:10.531561+00,2025-07-28 18:01:10.531561+00
2c2a0db8-b240-4d7c-909a-4a98e05b438d,Museu de Pesca,"Museu dedicado à pesca e vida marinha, localizado em um antigo forte. Possui esqueleto de baleia e exposições sobre a história da pesca no litoral paulista.",-23.99005741,-46.30638835,museu,"Av. Bartolomeu de Gusmão, 192, Ponta da Praia, Santos - SP",https://qbdofilxcfnxhaimuilu.supabase.co/storage/v1/object/public/famous-places-images/1753188883235-6n4obc.jpg,2025-07-22 11:28:21.362614+00,2025-07-22 11:28:21.362614+00
2fa6bb5a-2ee5-4165-9ed0-091117db4002,Escultura 100 Anos da Imigração Japonesa,"Monumento criado pela artista Tomie Ohtake em homenagem aos 100 anos da imigração japonesa no Brasil. Localizada na Praça da Independência, a escultura representa a união entre Brasil e Japão.",-23.97215720,-46.35004960,monumento,"Praça da Independência, Santos - SP",https://qbdofilxcfnxhaimuilu.supabase.co/storage/v1/object/public/famous-places-images//escultura.webp,2025-07-20 17:40:05.126956+00,2025-07-20 17:40:05.126956+00
33dc0750-c374-441a-b005-7554e2a3e203,Memorial dos 500 Anos,"Projeto de Oscar Niemeyer inaugurado em 2000 para celebrar os 500 anos do descobrimento do Brasil. Localizado na Ilha Porchat, oferece plataforma panorâmica com vista de Santos e São Vicente, além de espaço expositivo sobre a história da região.‎",-23.96350000,-46.39000000,Monumento,"Ilha Porchat, São Vicente - SP",https://qbdofilxcfnxhaimuilu.supabase.co/storage/v1/object/public/famous-places-images/1753798164620-s6auo8.jpg,2025-07-29 13:58:49.865407+00,2025-07-29 13:58:49.865407+00
3bb666bc-09f0-4cf4-ab6b-60284e01964e,Praça do Sesc Santos,"A Praça do Sesc, cujo nome oficial é Praça Doutor Caio Ribeiro de Moraes e Silva, foi doada pelo Sesc para a prefeitura, tendo sido construída e urbanizada inteiramente pelo Sesc. Fica localizada bem em frente ao Sesc e sedia todos os domingos a FeirArte, feira popular de artesanato e gastronomia, sendo uma importante expressão da cultura do bairro santista.",-23.97642430,-46.31273980,lazer,,https://qbdofilxcfnxhaimuilu.supabase.co/storage/v1/object/public/famous-places-images/1754068952446-8dcxcl.jpg,2025-08-01 12:45:23.084972+00,2025-08-01 12:45:23.084972+00
402a6637-27aa-485b-81a5-3c811661f739,Farol Quebrado do Canal 6,"Ruínas do antigo farol de sinalização no mar, erguido no início dos anos 1960 junto ao Canal 6, que orientava navios na entrada da baía de Santos. Foi parcialmente demolido em 2009, mas resistiu graças à mobilização popular. Hoje é ponto de contemplação, com projetos futuros para instalação de coluna d’água iluminada no local.",-23.98639251,-46.31336957,histórico,"Canal 6, Ponta da Praia, Santos - SP",https://qbdofilxcfnxhaimuilu.supabase.co/storage/v1/object/public/famous-places-images/1753198930430-fr498n.jpg,2025-07-22 15:40:49.655281+00,2025-07-22 15:40:49.655281+00
4235bd8b-8fc2-4f18-9d84-ce851bdf4826,Trabulsi,"A Rua Bassin Nagib Trabulsi, situada na Ponta da Praia, é um espaço de intensa circulação e convivência. Composta por uma mistura de comércios e prédios residenciais, essa via desempenha um papel importante para a reprodução social da população dessa região, é uma rua de trabalhadores. Entre mercados, adega, lojinhas de variedades e estabelecimentos de serviços, a rua se destaca por um movimento imparável. De dia, é frequentada por quem busca as coisas do cotidiano, à noite se transforma em um ponto de encontro de diferentes grupos.Na sexta-feira os bares começam a ganhar mais vida, a rua vira um ponto de encontro de características pitorescas. Ainda há pessoas que descem dos prédios com cadeira de praia e sentam na calçada, principalmente nos dias e noites de calor e a movimentação vai até a madrugada. É criança chorando, cachorro latindo, bêbado gritando e, no domingo, tem o tradicional bingo valendo um frango na lanchonete “Wu Jian”, popularmente chamada como ""lanchonete da Chinesa"". E nos fins de ano e carnavais a “Banda da Trabulsi” toca o maior terror. Assim como muitos outros lugares do Brasil, a vida acontece marcada por contradições e desigualdades sociais, nessa rua há uma presença significativa da parcela mais pauperizada da população, que usa o espaço da rua como estratégia de sobrevivência. Crianças e jovens vendem balas na porta do mercado. A rua conserva muitos prédios de apartamentos pequenos, habitados principalmente por moradores idosos que compraram seus apartamentos bem antes de a Ponta da Praia se tornar uma área tão cara, devido à especulação imobiliária. Essa realidade, desafia os processos de gentrificação intensificados na região e o senso comum de que a Ponta da Praia é um bairro da classe alta. A Trabulsi, portanto, carrega as marcas da história da Ponta da Praia, de Santos e de seus moradores, resistindo às transformações urbanas e “financeirismos” enquanto mantém vivo seu modo próprio de ser, e infelizmente, seus problemas.",-23.98410290,-46.30796700,comunidades,,https://hericmr.github.io//cartografiasocial/fotos/trabulsi.png,2025-08-01 12:45:20.215065+00,2025-08-01 12:45:20.215065+00
4acf0451-0976-47ef-aaec-6222715737a2,Aquário Municipal,"O Aquário Municipal de Santos localiza-se no bairro da Ponta da Praia, na cidade de Santos, estado de São Paulo, Brasil. ",-23.98620512,-46.30826036,turismo,"Av. Bartolomeu de Gusmão, s/n, Ponta da Praia, Santos - SP",https://qbdofilxcfnxhaimuilu.supabase.co/storage/v1/object/public/famous-places-images/1753184131476-ssvljv.jpg,2025-07-22 11:28:21.362614+00,2025-07-22 11:28:21.362614+00
519cd223-4878-4b27-b9b0-6443232f50a7,Concha Acústica,"Projetada pelo arquiteto Carlos Prates, a Concha Acústica foi inaugurada em junho de 1981 ao lado do Canal 3, na orla, durante o 93º aniversário do bairro Gonzaga. O espaço funciona como um centro de cultura ao ar livre, onde são promovidos espetáculos artísticos e culturais, além de exposições. Com capacidade para 300 espectadores, é um local icônico para eventos na cidade de Santos.",-23.97098350,-46.32955770,lazer,,https://qbdofilxcfnxhaimuilu.supabase.co/storage/v1/object/public/famous-places-images/1754069098490-5doyva.jpg,2025-08-01 12:45:21.848508+00,2025-08-01 12:45:21.848508+00
56c40ee7-ee01-49cc-9ebc-f6f25b870380,Fortaleza da Barra Grande,"Construída em 1584 pelos espanhóis durante a União Ibérica, a fortaleza foi posteriormente ampliada pelos portugueses para proteger o estuário do Porto de Santos. Possui arquitetura militar típica do período colonial e já abrigou artilharia pesada. Durante séculos teve papel estratégico na defesa contra corsários e invasões. Restaurada e reaberta ao público em 2010, é hoje um importante ponto turístico e educativo, com vista panorâmica da baía e exposições sobre a história da região. Tombada como patrimônio histórico pelo IPHAN.",-23.99489437,-46.30689561,Fortificação,"Avenida Almirante Saldanha da Gama, s/nº, Ponta da Praia, Guarujá - SP",https://qbdofilxcfnxhaimuilu.supabase.co/storage/v1/object/public/famous-places-images/1753799946158-b4wc9w.jpg,2025-07-29 13:58:49.865407+00,2025-07-29 13:58:49.865407+00
63d00bfc-c073-420b-8a49-5519debbd4b4,Sesc - Santos,"Mantido pelos empresários do comércio de bens, serviços e turismo, o Sesc - Serviço Social do Comércio é uma entidade privada que tem como objetivo proporcionar o bem-estar e a qualidade de vida aos trabalhadores deste setor e sua família. No estado de São Paulo, o Sesc conta com uma rede de mais de 40 unidades operacionais – centros destinados à cultura, ao esporte, à saúde e à alimentação, ao desenvolvimento infanto juvenil, à terceira idade, ao turismo social e a demais áreas de atuação. Telefone: (13) 3278-9800 Insta: @sescsantos Site: https://www.sescsp.org.br/unidades/santos/",-23.97573110,-46.31172490,lazer,,https://qbdofilxcfnxhaimuilu.supabase.co/storage/v1/object/public/famous-places-images/1754068977341-o69xea.png,2025-08-01 12:45:22.922646+00,2025-08-01 12:45:22.922646+00
64abfd7f-cedf-4d90-8c9a-64fcc0184d1f,Engenho dos Erasmos,"Também conhecido como Engenho São Jorge dos Erasmos, é uma das mais antigas estruturas coloniais do Brasil, datada do início do século XVI. Foi um importante engenho de açúcar operado por mão de obra indígena e escravizada. Suas ruínas representam a história da colonização portuguesa e da economia açucareira no Brasil. Hoje é um sítio arqueológico tombado e aberto à visitação.",-23.94759978,-46.36294305,histórico,"Rua Alan Cíber Pinto, s/n, Vila São Jorge, Santos - SP",https://qbdofilxcfnxhaimuilu.supabase.co/storage/v1/object/public/famous-places-images/1753190382527-ilvgn5.jpg,2025-07-22 13:18:33.848569+00,2025-07-22 13:18:33.848569+00
6b7f52f4-db8d-4b65-9005-3902262dbbf3,Parque Cultural Vila de São Vicente,"Espaço inaugurado em 2001 que recria a Vila de 1532 com obras renascentistas, Pelourinho, Casachapadinha e encenações históricas. Construções feitas com técnicas tradicionais (telhas e madeiras artesanais). Inclui museu, comércios simbólicos e representações vivas do período colonial.‎",-23.96871800,-46.38813260,Cultural,"Praça João Pessoa, Centro, São Vicente - SP",https://qbdofilxcfnxhaimuilu.supabase.co/storage/v1/object/public/famous-places-images/1753797826410-9e7ocl.jpg,2025-07-29 13:58:49.865407+00,2025-07-29 13:58:49.865407+00
70f021f1-adc8-46e7-8c8e-397b58071ceb,Deck do Pescador,"Um ponto turístico e cartão postal da cidade, localizado na Ponta da Praia, conhecido por sua vista privilegiada da entrada e saída de navios do porto de Santos e também por ser um local procurado para a pesca. ",-23.99072545,-46.30704848,Religioso,"Rua do Comércio, Centro, Santos - SP",https://qbdofilxcfnxhaimuilu.supabase.co/storage/v1/object/public/famous-places-images/1754398460726-exggw2.webp,2025-07-29 13:58:49.865407+00,2025-07-29 13:58:49.865407+00
719a095d-ee7f-4cde-99a5-2e98bc2e9a2f,Marco Oficial do Quilombo do Jabaquara,"Segundo estudo publicado pelo Instituto Prócomum o Quilombo do Jabaquara foi o mais famoso da região, um dos maiores do Brasil e estima-se que tenha abrigado 10 mil escravizados. Fundado em 1882, por iniciativa dos abolicionistas da elite santista Américo Martins e Xavier Pinheiro teve como líder o negro alforriado Quintino de Lacerda.",-23.93926890,-46.33592250,historico,,https://hericmr.github.io/cartografiasocial/fotos/quilombo_1.jpg,2025-08-01 12:45:24.912381+00,2025-08-01 12:45:24.912381+00
72ea6754-de4c-4640-8f08-8639092540b4,Catedral de Santos,"Templo neogótico iniciado em 1909, em estilo projetado pelo engenheiro alemão Maximilian Emil Hehl; possui vitrais importados da Alemanha, afrescos imponentes e esculturas em granito na fachada. Funcionou parcialmente desde os anos 1920 e foi concluída em 1967. Atualmente é sede da Diocese de Santos.‎",-23.93682160,-46.32440840,Religioso,"Praça da Catedral, Centro, Santos - SP",https://qbdofilxcfnxhaimuilu.supabase.co/storage/v1/object/public/famous-places-images/1753798346188-2tb9cc.jpg,2025-07-29 13:58:49.865407+00,2025-07-29 13:58:49.865407+00
74256c3a-1743-4d49-8a15-807b7b24ca03,Cinema no Gonzaga - Cine arte Posto 4,"Cinema inaugurado em 1991 a fim de exibir filmes que foram constantemente ignorados nas salas comerciais. Está situado na orla da Praia do Gonzaga, no Posto 4. O local exibe filmes nacionais toda semana no valor de R$3,00 a inteira e R$1,50 a meia.",-23.97069973,-46.33025836,lazer,,https://cdn.diariodolitoral.com.br/img/pc/920/610/dn_arquivo/2023/01/cine-arte-posto-capa.jpg,2025-08-01 12:45:25.200642+00,2025-08-01 12:45:25.200642+00
74e144cb-b8f5-4f44-a286-0736afeb3005,Burakos Bar,"Bar alternativo e underground em Santos, com foco em música independente (rock, punk, hip‑hop, experimental), arte urbana e eventos criativos — incluindo feiras de arte, vinil e grafites locais. Um espaço autêntico da cena cultural da cidade.",-23.93184376,-46.33409724,Cultura Alternativa / Bar / Música,"R. Brás Cubas, 397 – Vila Nova, Santos – SP",https://qbdofilxcfnxhaimuilu.supabase.co/storage/v1/object/public/famous-places-images/1753726413135-4fphn0.webp,2025-07-28 18:04:10.345318+00,2025-07-28 18:04:10.345318+00
7eab7553-85a1-40b1-9f55-b93ae4fd79e6,Fonte do Sapo,"Inaugurada em 10 de julho de 1943, a Fonte do Sapo era chamada de Lagoa do Sapo. As esculturas da Fonte foram criadas pelos alunos de diversos cursos de Artes e Ofícios do Instituto Dona Escolástica Rosa, sob a orientação do mestre escultor Domingos Saviolli. Nos anos 50, o local sofreu sua primeira reforma, para ganhar mais beleza e vida, e ganhou figuras de sapos menores, com instrumentos musicais, ao redor de um grande sapo no centro.",-23.98033000,-46.31325810,lazer,,https://qbdofilxcfnxhaimuilu.supabase.co/storage/v1/object/public/famous-places-images/1754394080872-s3r5ee.jpg,2025-08-01 12:45:16.990674+00,2025-08-01 12:45:16.990674+00
824d7554-584a-4342-a6d5-87ecf7dd79fe,Gonzaga,"O Gonzaga é um bairro nobre e bastante frequentado pelos moradores da Baixada Santista, muito conhecido pelo comércio, shoppings, sorveterias, restaurantes, hotéis, bares e a praia. O bairro foi formado em 1889, porém ganhou o nome em 21 de Junho de 1967 em alusão ao aniversário de Luís Antônio Gonzaga, que tinha o Bar do Gonzaga em frente à praia. De acordo com o historiador José Dionísio de Almeida, da Fundação Arquivo e Memória de Santos (FAMS), “Próximo a esse bar ficava um ponto de bondes vindos do Centro. E o nome ficou como herança da existência do estabelecimento, muito utilizado por santistas. As pessoas falavam: vamos ao bar do Gonzaga?” O Parque Balneário é uma grande referência histórica do bairro pois no início do século XX era usado para festas, cassino, shows e bailes da população mais rica da cidade, até ser demolido na década de 70 para reaproveitamento da área num complexo com prédios residenciais, o primeiro Shopping da cidade e um edifício hoteleiro moderno. Logo em seguida, nos anos 80 foi construído o segundo shopping da cidade - Miramar, que também tem um hotel. Pensando na história cultural do Gonzaga, não é possível deixar de lado o Roxy, cinema de rua que segue resistindo a mais de 90 anos, viveu a mudança na maneira de se exibir filmes: dos primeiros e grandes rolos de película ao sistema digital.",-23.96420431,-46.33405917,bairro,,https://kbekziboncpvjqffmhlx.supabase.co/storage/v1/object/public/media/locations/v8n1lvdcif.jpeg,2025-08-01 12:45:25.057031+00,2025-08-01 12:45:25.057031+00
827703a0-2fcd-4aaf-8fe8-20030c512833,Centro Cultural Patrícia Galvão,"O Teatro Patrícia Galvão é um dos principais espaços culturais de Santos, conhecido por sua arquitetura e por abrigar diversas produções teatrais e eventos culturais ao longo do ano. O teatro leva o nome de Pagu, uma importante feminista, militante de esquerda e artista de Santos.",-23.94419749,-46.33284273,lazer,,https://qbdofilxcfnxhaimuilu.supabase.co/storage/v1/object/public/famous-places-images/1754069068393-epv96k.jpg,2025-08-01 12:45:20.50924+00,2025-08-01 12:45:20.50924+00
8db78b0c-fdc6-4107-bd1b-4b83f29788d4,Policlínica Aparecida,"A Policlínica Aparecida é uma unidade de saúde pública essencial para a comunidade do bairro Aparecida, em Santos. Localizada na Avenida Pedro Lessa, 1728, a unidade funciona de segunda a sexta-feira, das 7h às 17h, e pode ser contatada pelo telefone (13) 3231-6548. Localização e Estrutura Endereço: Av. Pedro Lessa, 1728 – Bairro Aparecida, Santos, SP Horário de Funcionamento: Segunda a sexta-feira, das 7h às 17h",-23.97143901,-46.30826560,assistencia,,,2025-08-01 12:45:14.195422+00,2025-08-01 12:45:14.195422+00
9469928d-7657-4f10-97ab-de63fa79c2cb,Orquidário Municipal,"O Orquidário Municipal de Santos é um parque zoobotânico situado no município brasileiro de Santos, no Estado de São Paulo.
Inaugurado em 1945, dispõe de uma floresta urbana e exuberante, cuidadosamente plantada em solo adequado e cultivada, em particular com espécies da Mata Atlântica, além de estufa com uma coleção de orquídeas. Conta com mais de 3500 orquídeas de mais de 120 espécies. Além disso, possui cerca de 500 animais de 70 espécies, a exemplo de cutias, cágados, jabutis, saracuras e pavões. ",-23.96548643,-46.34921985,turismo,"Praça Washington, s/n, José Menino, Santos - SP",https://qbdofilxcfnxhaimuilu.supabase.co/storage/v1/object/public/famous-places-images/1753188837212-yfahbf.jpeg,2025-07-22 11:28:21.362614+00,2025-07-22 11:28:21.362614+00
97fde606-805f-453d-a54f-ccb3d401c2f3,Policlínica Jabaquara - Unidade Saúde da Família Jabaquara,"Unidade Saúde da Família do Jabaquara é a primeira policlínica universitária da cidade de Santos, em conjunto com a fundação Lusíada propicia os estudantes estarem mais próximos da comunidade. A Unidade é referência de cuidado no bairro, além de oferecer consultas e acompanhamentos médicos, oferece oficinas e grupos de promoção e prevenção.",-23.94075810,-46.33569590,assistencia,,https://hericmr.github.io/cartografiasocial/fotos/poli_jaba_1.jpg,2025-08-01 12:45:15.127375+00,2025-08-01 12:45:15.127375+00
a07acdbe-fba4-47be-85b6-5c804951aadc,Casa do Trem Bélico,"Edificado entre 1734 e 1738 (com possível origem anterior entre 1640‑1656), servia como depósito de munições para os fortes que protegiam a Vila de Santos. É o mais antigo prédio público da cidade e único exemplar de arquitetura militar colonial setecentista ainda preservado no Brasil. Restaurado em 2009 pelo IPHAN e Condephaat, agora abriga exposições permanentes (Linha do Tempo e acervo bélico), espaço educativo, café e administração do Circuito dos Fortes.‎",-23.93283340,-46.32320730,Fortificação,"Rua Tiro Onze, nº 11, Centro Histórico, Santos - SP",https://qbdofilxcfnxhaimuilu.supabase.co/storage/v1/object/public/famous-places-images/1753798311432-o5cuhi.jpg,2025-07-29 13:58:49.865407+00,2025-07-29 13:58:49.865407+00
a1864bb4-6103-49b0-b3c2-b21998bcb760,Praça Zumbi dos Palmares,"Praça homenageando Zumbi dos Palmares, com busto e espaço para eventos como celebração do Dia da Consciência Negra. Conta também com playground e pista de skate integrados à memória afro-brasileira.",-23.96122077,-46.31626565,cultura,"Bairro Macuco, Santos - SP",https://qbdofilxcfnxhaimuilu.supabase.co/storage/v1/object/public/famous-places-images/1753197255871-p7moer.jpg,2025-07-22 15:12:20.284+00,2025-07-22 15:12:20.284+00
a5780e1e-232b-4b38-abb2-eb44fc965b39,Policlínica e Pronto Atendimento do Porto - UBS Pa-Porto,"A Policlínica e Pronto Atendimento do Porto, localizada no bairro Paquetá, em Santos, é uma unidade de saúde que oferece serviços médicos básicos e emergenciais à população. Situada na Rua General Câmara, 507, a unidade funciona de segunda a sexta-feira, das 7h às 19h. A policlínica disponibiliza atendimentos em diversas especialidades médicas, além de serviços como consultas, exames laboratoriais, vacinação e acompanhamento de doenças crônicas. O pronto atendimento serve como suporte para casos de urgência e emergência de baixa complexidade, garantindo um serviço acessível à comunidade local. Para mais informações, é possível entrar em contato.",-23.93520260,-46.31619479,assistencia,,https://hericmr.github.io/cartografiasocial/fotos/ubspaqueta.jpg,2025-08-01 12:45:14.975298+00,2025-08-01 12:45:14.975298+00
a8f6d4ca-f37d-4983-aae9-724adb3044be,Ponte dos Práticos,"A **Ponte dos Práticos**, chamada oficialmente **Ponte Edgard Perdigão**, é um atracadouro inaugurado em 11 de junho de 1968. Com uma vista bonita da baía de Santos, Guarujá e Ilha Porchat, recebe diariamente milhares de pessoas, sobretudo aquelas que fazem a travessia para a praia do **Góes** e **Santa Cruz dos Navegantes** que é conhecida também popularmente como Pouca Farinha. Há também ponto de embarque para escunas turísticas e barcos pesqueiros, além de uma lanchonete particular . A Ponte dos Práticos se mantém como um ponto **histórico**, **turístico** e **funcional** para a cidade de Santos.",-23.99165560,-46.30290440,historico,,https://hericmr.github.io/cartografiasocial/fotos/ponte.png,2025-08-01 12:45:24.614389+00,2025-08-01 12:45:24.614389+00
